2014-12-01 23:32:38.293000,2014-12-01 23:32:56.212000
2014-12-01 23:37:58.852000,2014-12-01 23:38:13.171000
2014-12-01 23:40:28.782000,2014-12-01 23:40:43.001000
2014-12-01 23:52:01.317000,2014-12-01 23:52:19.716000
2014-12-01 23:59:43.787000,2014-12-02 00:00:08.865000
2014-12-02 00:01:07.281000,2014-12-02 00:01:21.220500
2014-12-02 00:06:40.139500,2014-12-02 00:06:53.599000
2014-12-02 00:07:51.035000,2014-12-02 00:08:04.614000
2014-12-02 00:12:35.096500,2014-12-02 00:12:52.555000
2014-12-02 01:03:21.677000,2014-12-02 01:03:37.956000
2014-12-02 01:06:01.707000,2014-12-02 01:06:15.146000
2014-12-02 01:11:20.466000,2014-12-02 01:11:33.405000
2014-12-02 01:16:05.307000,2014-12-02 01:16:16.407000
2014-12-02 01:18:15.419000,2014-12-02 01:18:29.638000
2014-12-02 01:33:21.360000,2014-12-02 01:33:34.439000
2014-12-02 01:37:35.803000,2014-12-02 01:37:52.062000
2014-12-02 01:41:24.988000,2014-12-02 01:41:37.027000
2014-12-02 01:43:17.641000,2014-12-02 01:43:30.180000
2014-12-02 01:45:40.311500,2014-12-02 01:46:03.130000
2014-12-02 02:02:23.566000,2014-12-02 02:02:35.225000
2014-12-02 02:38:52.623000,2014-12-02 02:39:06.002000
2014-12-02 02:44:18.141500,2014-12-02 02:44:31.481000
2014-12-02 03:23:20.848500,2014-12-02 03:23:30.948000
2014-12-02 03:35:36.540000,2014-12-02 03:35:48.419500
2014-12-02 03:43:11.990500,2014-12-02 03:43:22.810000
2014-12-02 03:53:59.148000,2014-12-02 03:54:19.147000
2014-12-02 04:21:21.401000,2014-12-02 04:21:35.240000
2014-12-02 04:27:05.378500,2014-12-02 04:27:17.918000
